datetime,barometric_pressure,barometric_pressure(sensor)
2024/7/8 1:00,1000.2,1001
2024/7/8 2:00,1000,1000.6
2024/7/8 3:00,1000.2,1000.4
2024/7/8 4:00,1000.5,1000.8
2024/7/8 5:00,1000.5,1001.1
2024/7/8 6:00,1000.2,1001.1
2024/7/8 7:00,1000.1,1000.7
2024/7/8 8:00,1000.1,1000.3
2024/7/8 9:00,999.8,1000.5
2024/7/8 10:00,999.9,1000.2
2024/7/8 11:00,999.6,1000.2
2024/7/8 12:00,999.4,999.8
2024/7/8 13:00,999.1,999.5
2024/7/8 14:00,998.6,999.4
2024/7/8 15:00,998.5,999
2024/7/8 16:00,998.7,998.5
2024/7/8 17:00,999.2,998.7
2024/7/8 18:00,1000.3,999.5
2024/7/8 19:00,1001.7,1000.3
2024/7/8 20:00,1002.4,1001.6
2024/7/8 21:00,1002.8,1002.1
2024/7/8 22:00,1002.7,1002.9
2024/7/8 23:00,1002.5,1003
2024/7/9 0:00,1002.2,1002.9
2024/7/9 1:00,1001.6,1002.7
2024/7/9 2:00,1001.5,1002.2
2024/7/9 3:00,1001,1001.9
2024/7/9 4:00,1000.9,1001.7
2024/7/9 5:00,1001.1,1001.3
2024/7/9 6:00,1001,1001.7
2024/7/9 7:00,1000.4,1001.2
2024/7/9 8:00,1000.4,1000.7
2024/7/9 9:00,1000,1001
2024/7/9 10:00,999.6,1000.5
2024/7/9 11:00,998.9,1000
2024/7/9 12:00,999,999.3
2024/7/9 13:00,998.6,999
2024/7/9 14:00,998.8,999
2024/7/9 15:00,998.5,999.4
2024/7/9 16:00,998.9,999.2
2024/7/9 17:00,999.4,999.3
2024/7/9 18:00,999.7,1000.1
2024/7/9 19:00,1000.1,1000.2
2024/7/9 20:00,1001,1000.5
2024/7/9 21:00,1000.8,1001.5
2024/7/9 22:00,1001.3,1001.1
2024/7/9 23:00,1001.1,1001.8
2024/7/10 0:00,1000.9,1001.6
2024/7/10 1:00,1000.9,1001.3
2024/7/10 2:00,1001.4,1001.5
2024/7/10 3:00,1002.2,1001.6
2024/7/10 4:00,1002.3,1002.4
2024/7/10 5:00,1002.8,1002.8
2024/7/10 6:00,1003.3,1003.3
2024/7/10 7:00,1003,1003.4
2024/7/10 8:00,1003.1,1003.3
2024/7/10 9:00,1003,1003.3
2024/7/10 10:00,1002.6,1003
2024/7/10 11:00,1002.1,1002.7
2024/7/10 12:00,1001.4,1002.2
2024/7/10 13:00,1000.7,1001.5
2024/7/10 14:00,1000.1,1000.9
2024/7/10 15:00,999.4,1000.5
2024/7/10 16:00,998.4,999.9
2024/7/10 17:00,997.9,999.2
2024/7/10 18:00,997.7,998
2024/7/10 19:00,997.3,997.7
2024/7/10 20:00,997.1,997.4
2024/7/10 21:00,997,997.6
2024/7/10 22:00,995.4,997.3
2024/7/10 23:00,995.6,996.1
2024/7/11 0:00,995,995.8
2024/7/11 1:00,994.8,995.1
2024/7/11 2:00,994.2,994.9
2024/7/11 3:00,993.6,994.6
2024/7/11 4:00,994.8,994.1
2024/7/11 5:00,995,994.9
2024/7/11 6:00,996.2,995.4
2024/7/11 7:00,996.1,996.3
2024/7/11 8:00,996.4,997.2
2024/7/11 9:00,996.6,996.4
2024/7/11 10:00,997,996.7
2024/7/11 11:00,996.5,997.4
2024/7/11 12:00,996.4,997.3
2024/7/11 13:00,996.8,997.1
2024/7/11 14:00,996.5,996.8
2024/7/11 15:00,996.4,996.6
2024/7/11 16:00,997,996.6
2024/7/11 17:00,996.6,996.8
2024/7/11 18:00,997,997.4
2024/7/11 19:00,997.5,997.7
2024/7/11 20:00,997.9,998.3
2024/7/11 21:00,998.5,998.3
2024/7/11 22:00,998.5,998.9
2024/7/11 23:00,998.4,998.9
2024/7/12 0:00,998.1,998.7
2024/7/12 1:00,998.2,998.6
2024/7/12 2:00,998.6,998.8
2024/7/12 3:00,998.4,998.7
2024/7/12 4:00,998.6,998.7
2024/7/12 5:00,998.8,999
2024/7/12 6:00,999.2,999.2
2024/7/12 7:00,999.4,999.5
2024/7/12 8:00,999.2,999.9
2024/7/12 9:00,999.3,999.7
2024/7/12 10:00,999.2,999.9
2024/7/12 11:00,999,999.6
2024/7/12 12:00,998.9,999.4
2024/7/12 13:00,998.8,999.1
2024/7/12 14:00,998.8,999.1
2024/7/12 15:00,998.9,999.1
2024/7/12 16:00,999,999.2
2024/7/12 17:00,999.1,999.1
2024/7/12 18:00,999.6,999.7
2024/7/12 19:00,999.7,999.9
2024/7/12 20:00,1000.3,999.9
2024/7/12 21:00,1000.7,1000.7
2024/7/12 22:00,1000.8,1001
2024/7/12 23:00,1000.7,1001.3
2024/7/13 0:00,1000.8,1001.1
2024/7/13 1:00,1001,1001.2
2024/7/13 2:00,1001.2,1001.4
2024/7/13 3:00,1002.4,1001.8
2024/7/13 4:00,1002.9,1002.9
2024/7/13 5:00,1003.8,1003.7
2024/7/13 6:00,1004.6,1004.5
2024/7/13 7:00,1005,1005.2
2024/7/13 8:00,1005,1005.6
2024/7/13 9:00,1005.1,1005.6
2024/7/13 10:00,1005.2,1005.5
2024/7/13 11:00,1005.1,1005.8
2024/7/13 12:00,1005.1,1005.7
2024/7/13 13:00,1005,1005.6
2024/7/13 14:00,1005.2,1005.7
2024/7/13 15:00,1005.3,1006.2
2024/7/13 16:00,1006.1,1006.2
2024/7/13 17:00,1006.5,1007
2024/7/13 18:00,1007.1,1007.7
2024/7/13 19:00,1008.2,1007.9
2024/7/13 20:00,1008.7,1008.7
2024/7/13 21:00,1009,1008.9
2024/7/13 22:00,1009.2,1009.3
2024/7/13 23:00,1009.2,1009.5
2024/7/14 0:00,1009.3,1009.6
2024/7/14 1:00,1009.4,1009.6
2024/7/14 2:00,1009.5,1009.7
2024/7/14 3:00,1010,1009.8
2024/7/14 4:00,1010.2,1010.3
2024/7/14 5:00,1010.6,1010.5
2024/7/14 6:00,1011,1010.7
2024/7/14 7:00,1011.1,1011.3
2024/7/14 8:00,1011.8,1011.5
2024/7/14 9:00,1011.5,1011.9
2024/7/14 10:00,1011.4,1011.9
2024/7/14 11:00,1010.9,1011.8
2024/7/14 12:00,1010.5,1011.2
2024/7/14 13:00,1010.4,1010.9
2024/7/14 14:00,1010.1,1010.6
2024/7/14 15:00,1010.1,1010.2
2024/7/14 16:00,1010.3,1010
2024/7/14 17:00,1010.5,1010.4
2024/7/14 18:00,1010.8,1010.6
2024/7/14 19:00,1011.2,1011.1
2024/7/14 20:00,1011.5,1011.6
2024/7/14 21:00,1011.4,1011.7
2024/7/14 22:00,1011.6,1011.7
2024/7/14 23:00,1011.3,1011.8
2024/7/15 0:00,1011,1011.6
2024/7/15 1:00,1010.4,1011.3
2024/7/15 2:00,1010.6,1010.9
2024/7/15 3:00,1011,1011.1
2024/7/15 4:00,1010.9,1011.3
2024/7/15 5:00,1011.1,1011.3
2024/7/15 6:00,1011.4,1011.5
2024/7/15 7:00,1011.7,1011.6
2024/7/15 8:00,1011.9,1012
2024/7/15 9:00,1012.1,1011.8
2024/7/15 10:00,1012,1012.2
2024/7/15 11:00,1012,1012.6
2024/7/15 12:00,1011.8,1012.4
2024/7/15 13:00,1011.4,1012.2
2024/7/15 14:00,1011.7,1011.7
2024/7/15 15:00,1011.8,1012.1
2024/7/15 16:00,1012.2,1012.2
2024/7/15 17:00,1012.1,1012.4
2024/7/15 18:00,1012.6,1012.9
2024/7/15 19:00,1013.2,1013.3
2024/7/15 20:00,1013.5,1013.7
2024/7/15 21:00,1013.7,1014.3
2024/7/15 22:00,1013.3,1014.3
2024/7/15 23:00,1013.7,1013.9
2024/7/16 0:00,1013.4,1014.2
2024/7/16 1:00,1012.8,1014
2024/7/16 2:00,1012.6,1013.4
2024/7/16 3:00,1013,1013.1
2024/7/16 4:00,1013.3,1013.6
2024/7/16 5:00,1013.6,1013.7
2024/7/16 6:00,1014.1,1014.1
2024/7/16 7:00,1014,1014.5
2024/7/16 8:00,1014,1014.4
2024/7/16 9:00,1013.7,1014.2
2024/7/16 10:00,1013.6,1014.1
2024/7/16 11:00,1013.3,1014
2024/7/16 12:00,1013,1013.5
2024/7/16 13:00,1012.6,1013
2024/7/16 14:00,1012.3,1012.9
2024/7/16 15:00,1012.2,1012.6
2024/7/16 16:00,1012.1,1012.4
2024/7/16 17:00,1011.9,1012.3
2024/7/16 18:00,1012,1012
2024/7/16 19:00,1012.4,1012.3
2024/7/16 20:00,1012.7,1012.8
2024/7/16 21:00,1012.5,1012.9
2024/7/16 22:00,1012.2,1012.8
2024/7/16 23:00,1011.7,1012.7
2024/7/17 0:00,1010.6,1012.2
2024/7/17 1:00,1009.9,1011.1
2024/7/17 2:00,1010,1010.6
2024/7/17 3:00,1009.9,1010.3
2024/7/17 4:00,1010,1010.4
2024/7/17 5:00,1010.1,1010.4
2024/7/17 6:00,1010.1,1010.5
2024/7/17 7:00,1009.9,1011
2024/7/17 8:00,1009.9,1010.5
2024/7/17 9:00,1009.5,1010.3
2024/7/17 10:00,1009,1010.1
2024/7/17 11:00,1008.3,1009.7
2024/7/17 12:00,1007.9,1008.9
2024/7/17 13:00,1007.2,1008.5
2024/7/17 14:00,1006.8,1007.8
2024/7/17 15:00,1006.7,1007.4
2024/7/17 16:00,1006.6,1007.4
2024/7/17 17:00,1006.8,1007.2
2024/7/17 18:00,1007.2,1007.8
2024/7/17 19:00,1007.7,1008.1
2024/7/17 20:00,1008.2,1008.3
2024/7/17 21:00,1008.7,1008.7
2024/7/17 22:00,1008.9,1009.4
2024/7/17 23:00,1008.7,1009
2024/7/18 0:00,1008.1,1009.1
2024/7/18 1:00,1008.2,1008.7
2024/7/18 2:00,1008.1,1008.6
2024/7/18 3:00,1008,1008.5
2024/7/18 4:00,1008.5,1008.5
2024/7/18 5:00,1008.6,1008.8
2024/7/18 6:00,1008.8,1009.3
2024/7/18 7:00,1008.7,1009.8
2024/7/18 8:00,1008.5,1009.3
2024/7/18 9:00,1008.4,1009.2
2024/7/18 10:00,1008.1,1008.9
2024/7/18 11:00,1007.7,1008.4
2024/7/18 12:00,1007.2,1008
2024/7/18 13:00,1006.4,1007.6
2024/7/18 14:00,1006.3,1007
2024/7/18 15:00,1006.3,1006.8
2024/7/18 16:00,1006.1,1006.7
2024/7/18 17:00,1006.6,1006.8
2024/7/18 18:00,1006.7,1007.1
2024/7/18 19:00,1007,1007.5
2024/7/18 20:00,1007.4,1007.5
2024/7/18 21:00,1007.3,1007.9
2024/7/18 22:00,1007,1007.6
2024/7/18 23:00,1007.1,1007.4
2024/7/19 0:00,1006.5,1007.2
2024/7/19 1:00,1006,1006.9
2024/7/19 2:00,1006.1,1006.3
2024/7/19 3:00,1006.3,1006.6
2024/7/19 4:00,1006.3,1006.9
2024/7/19 5:00,1006.4,1006.9
2024/7/19 6:00,1006.3,1007.1
2024/7/19 7:00,1006.1,1007.2
2024/7/19 8:00,1006.3,1006.9
2024/7/19 9:00,1006,1006.8
2024/7/19 10:00,1005.7,1006.4
2024/7/19 11:00,1005,1006.2
2024/7/19 12:00,1004.3,1005.6
2024/7/19 13:00,1003.8,1004.9
2024/7/19 14:00,1003.8,1004.4
2024/7/19 15:00,1003.9,1004.2
2024/7/19 16:00,1004.2,1004.2
2024/7/19 17:00,1004.4,1004.3
2024/7/19 18:00,1004.9,1004.7
2024/7/19 19:00,1005.4,1005
2024/7/19 20:00,1005.6,1005.5
2024/7/19 21:00,1005.8,1005.9
2024/7/19 22:00,1005.6,1005.9
2024/7/19 23:00,1005.6,1005.8
2024/7/20 0:00,1005.4,1005.8
2024/7/20 1:00,1004.8,1005.8
2024/7/20 2:00,1004.7,1005.1
2024/7/20 3:00,1005.2,1005.2
2024/7/20 4:00,1005.1,1005.6
2024/7/20 5:00,1005.4,1005.8
2024/7/20 6:00,1005.3,1005.9
2024/7/20 7:00,1005.3,1006.1
2024/7/20 8:00,1005.2,1005.6
2024/7/20 9:00,1005,1005.7
2024/7/20 10:00,1004.6,1005.5
2024/7/20 11:00,1004.1,1004.9
2024/7/20 12:00,1004,1004.6
2024/7/20 13:00,1004.1,1004.5
2024/7/20 14:00,1003.5,1004.5
2024/7/20 15:00,1003.7,1004
2024/7/20 16:00,1004.2,1004.2
2024/7/20 17:00,1004.2,1004.4
2024/7/20 18:00,1005.2,1004.9
2024/7/20 19:00,1006.1,1005.6
2024/7/20 20:00,1006.9,1007.2
2024/7/20 21:00,1007.1,1007.4
2024/7/20 22:00,1007.2,1008.5
2024/7/20 23:00,1007.6,1007.9
2024/7/21 0:00,1007.7,1008
2024/7/21 1:00,1007.5,1007.8
2024/7/21 2:00,1007.2,1008
2024/7/21 3:00,1007.7,1007.8
2024/7/21 4:00,1007.6,1008
2024/7/21 5:00,1007.7,1008.3
2024/7/21 6:00,1008.2,1008.2
2024/7/21 7:00,1008,1008.7
2024/7/21 8:00,1007.9,1008.6
2024/7/21 9:00,1007.5,1008.6
2024/7/21 10:00,1007,1008.1
2024/7/21 11:00,1006.5,1007.6
2024/7/21 12:00,1005.8,1007.1
2024/7/21 13:00,1005.4,1006.5
2024/7/21 14:00,1005,1006
2024/7/21 15:00,1004.6,1005.8
2024/7/21 16:00,1004.6,1005.8
2024/7/21 17:00,1005.2,1005.8
2024/7/21 18:00,1005.3,1006.1
2024/7/21 19:00,1005.9,1006.5
2024/7/21 20:00,1006.2,1006.8
2024/7/21 21:00,1006.1,1007.2
2024/7/21 22:00,1006.1,1006.7
2024/7/21 23:00,1006,1006.6
2024/7/22 0:00,1005.7,1006.5
2024/7/22 1:00,1005.2,1006.1
2024/7/22 2:00,1005.2,1005.7
2024/7/22 3:00,1005.1,1005.6
2024/7/22 4:00,1005.3,1005.6
2024/7/22 5:00,1005.6,1005.8
2024/7/22 6:00,1006,1006
2024/7/22 7:00,1005.9,1006.5
2024/7/22 8:00,1005.7,1006.5
2024/7/22 9:00,1005.3,1006.3
2024/7/22 10:00,1004.9,1005.8
2024/7/22 11:00,1004.3,1005.4
2024/7/22 12:00,1003.9,1004.9
2024/7/22 13:00,1003.2,1004.5
2024/7/22 14:00,1003.3,1003.9
2024/7/22 15:00,1002.9,1003.5
2024/7/22 16:00,1002.7,1004.4
2024/7/22 17:00,1003,1003.8
2024/7/22 18:00,1004.2,1004.1
2024/7/22 19:00,1005.2,1004.6
2024/7/22 20:00,1006.9,1005.1
2024/7/22 21:00,1007.3,1007.7
2024/7/22 22:00,1006.9,1007
2024/7/22 23:00,1006.4,1007
2024/7/23 0:00,1005.9,1006.6
2024/7/23 1:00,1005.1,1006.3
2024/7/23 2:00,1005.2,1005.8
2024/7/23 3:00,1005.2,1005.9
2024/7/23 4:00,1005.3,1005.9
2024/7/23 5:00,1005.6,1005.7
2024/7/23 6:00,1005.3,1005.9
2024/7/23 7:00,1004.9,1006
2024/7/23 8:00,1004.5,1005.5
2024/7/23 9:00,1004.3,1005.3
2024/7/23 10:00,1003.6,1004.8
2024/7/23 11:00,1002.9,1004.2
2024/7/23 12:00,1002.4,1003.3
2024/7/23 13:00,1001.9,1002.9
2024/7/23 14:00,1001.7,1002.5
2024/7/23 15:00,1000.9,1002.4
2024/7/23 16:00,1001.1,1001.5
2024/7/23 17:00,1001.2,1001.5
2024/7/23 18:00,1001.8,1001.4
2024/7/23 19:00,1002.3,1002.3
2024/7/23 20:00,1003.1,1002.6
2024/7/23 21:00,1003.3,1003.3
2024/7/23 22:00,1003.3,1003.5
2024/7/23 23:00,1003,1003.3
2024/7/24 0:00,1002.4,1003.2
2024/7/24 1:00,1002.2,1002.7
2024/7/24 2:00,1002,1002.6
2024/7/24 3:00,1001.7,1002.5
2024/7/24 4:00,1001.8,1002.3
2024/7/24 5:00,1002,1002.5
2024/7/24 6:00,1002.8,1002.6
2024/7/24 7:00,1002.4,1002.9
2024/7/24 8:00,1001.5,1002.8
2024/7/24 9:00,1001,1002.2
2024/7/24 10:00,1001.1,1001.7
2024/7/24 11:00,1001.1,1001.3
2024/7/24 12:00,1001.5,1001.1
2024/7/24 13:00,1001.3,1001.8
2024/7/24 14:00,1001,1002
2024/7/24 15:00,1001.4,1001.8
2024/7/24 16:00,1001.2,1001.9
2024/7/24 17:00,1001.5,1001.8
2024/7/24 18:00,1001.9,1002.2
2024/7/24 19:00,1002,1002.4
2024/7/24 20:00,1002.6,1002.7
2024/7/24 21:00,1002.9,1003.1
2024/7/24 22:00,1002.8,1003.3
2024/7/24 23:00,1002.8,1003.3
2024/7/25 0:00,1002.9,1003.3
2024/7/25 1:00,1003,1003.4
2024/7/25 2:00,1003.2,1003.4
2024/7/25 3:00,1003.7,1003.8
2024/7/25 4:00,1004.2,1004.2
2024/7/25 5:00,1004.3,1004.5
2024/7/25 6:00,1004.8,1004.6
2024/7/25 7:00,1004.7,1005.1
2024/7/25 8:00,1004.7,1005.3
2024/7/25 9:00,1004.4,1005.2
2024/7/25 10:00,1004.1,1004.8
2024/7/25 11:00,1004,1004.8
2024/7/25 12:00,1003.9,1004.5
2024/7/25 13:00,1003.6,1004.1
2024/7/25 14:00,1003,1004.1
2024/7/25 15:00,1003,1003.7
2024/7/25 16:00,1004.5,1003.8
2024/7/25 17:00,1005.6,1004.4
2024/7/25 18:00,1006.5,1006
2024/7/25 19:00,1007.6,1006.3
2024/7/25 20:00,1007.8,1007.1
2024/7/25 21:00,1008,1008.2
2024/7/25 22:00,1007.8,1008
2024/7/25 23:00,1008.2,1008.4
2024/7/26 0:00,1008.4,1008.5
2024/7/26 1:00,1008.5,1008.7
2024/7/26 2:00,1008.7,1008.6
2024/7/26 3:00,1009.4,1009.1
2024/7/26 4:00,1009.8,1009.8
2024/7/26 5:00,1010.1,1010.2
2024/7/26 6:00,1010.8,1010.7
2024/7/26 7:00,1011,1011.2
2024/7/26 8:00,1010.8,1011.7
2024/7/26 9:00,1010.5,1011.5
2024/7/26 10:00,1010.4,1011.4
2024/7/26 11:00,1010.2,1011.2
2024/7/26 12:00,1009.9,1010.8
2024/7/26 13:00,1009.9,1010.5
2024/7/26 14:00,1009.9,1010.4
2024/7/26 15:00,1009.8,1010.4
2024/7/26 16:00,1010,1010.6
2024/7/26 17:00,1011,1010.8
2024/7/26 18:00,1013.2,1011.3
2024/7/26 19:00,1014.2,1011.8
2024/7/26 20:00,1014.7,1014.1
2024/7/26 21:00,1014.6,1015.1
2024/7/26 22:00,1014.2,1015.1
2024/7/26 23:00,1014.3,1014.9
2024/7/27 0:00,1014.3,1014.7
2024/7/27 1:00,1014,1014.7
2024/7/27 2:00,1014.3,1014.4
2024/7/27 3:00,1014.3,1014.6
2024/7/27 4:00,1014.3,1014.7
2024/7/27 5:00,1014.9,1014.6
2024/7/27 6:00,1015.2,1015.4
2024/7/27 7:00,1015.1,1015.8
2024/7/27 8:00,1015,1015.6
2024/7/27 9:00,1014.6,1015.6
2024/7/27 10:00,1013.7,1015.2
2024/7/27 11:00,1013,1014.3
2024/7/27 12:00,1012.1,1013.5
2024/7/27 13:00,1011.4,1012.7
2024/7/27 14:00,1011.3,1012
2024/7/27 15:00,1011.3,1011.8
2024/7/27 16:00,1011.2,1011.7
2024/7/27 17:00,1012.6,1012.3
2024/7/27 18:00,1013.1,1012.5
2024/7/27 19:00,1013.6,1013.5
2024/7/27 20:00,1013.3,1013.6
2024/7/27 21:00,1013.8,1014.1
2024/7/27 22:00,1014.1,1014.3
2024/7/27 23:00,1013.5,1014.3
2024/7/28 0:00,1012.4,1013.8
2024/7/28 1:00,1011.9,1012.9
2024/7/28 2:00,1011.3,1012.2
2024/7/28 3:00,1011.1,1011.8
2024/7/28 4:00,1010.9,1011.5
2024/7/28 5:00,1010.7,1011.5
2024/7/28 6:00,1010.5,1011
2024/7/28 7:00,1010,1010.8
2024/7/28 8:00,1009.3,1010.5
2024/7/28 9:00,1008.7,1009.9
2024/7/28 10:00,1008,1009.3
2024/7/28 11:00,1007.5,1008.7
2024/7/28 12:00,1006.8,1007.9
2024/7/28 13:00,1006,1007.3
2024/7/28 14:00,1005.5,1006.7
2024/7/28 15:00,1005.3,1006.2
2024/7/28 16:00,1005.2,1005.7
2024/7/28 17:00,1005.2,1005.6
2024/7/28 18:00,1005.3,1005.7
2024/7/28 19:00,1005.6,1005.9
2024/7/28 20:00,1005.7,1006.2
2024/7/28 21:00,1005.3,1006.1
2024/7/28 22:00,1004.9,1005.7
2024/7/28 23:00,1004.4,1005.4
2024/7/29 0:00,1003.8,1005.1
2024/7/29 1:00,1003.4,1004.4
2024/7/29 2:00,1003.3,1003.8
2024/7/29 3:00,1003,1003.3
2024/7/29 4:00,1003.4,1003.5
2024/7/29 5:00,1003.6,1004
2024/7/29 6:00,1003.5,1004.1
2024/7/29 7:00,1003.1,1004.2
2024/7/29 8:00,1002.8,1003.7
2024/7/29 9:00,1001.8,1003.3
2024/7/29 10:00,1001,1002.5
2024/7/29 11:00,999.9,1001.7
2024/7/29 12:00,999,1000.7
2024/7/29 13:00,998.2,999.4
2024/7/29 14:00,997.9,998.8
2024/7/29 15:00,997.2,998.8
